"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"02/09/2016","31","PM2.5","Durham Armory","37-063-0015","AQS","74","23","36.4","02/09/2000","02/09/2011"
"02/10/2016","39","PM2.5","Durham Armory","37-063-0015","AQS","96","10","35.8","02/10/2000","02/10/2015"
"02/11/2016","38","PM2.5","Durham Armory","37-063-0015","AQS","75","8","36.4","02/11/2000","02/11/2005"
"02/12/2016","43","PM2.5","Durham Armory","37-063-0015","AQS","78","13","32.2","02/12/2007","02/12/2012"
"02/13/2016","43","PM2.5","Durham Armory","37-063-0015","AQS","62","13","28.2","02/13/2002","02/13/2013"
"02/14/2016","32","PM2.5","Durham Armory","37-063-0015","AQS","65","24","41","02/14/2017","02/14/2007"
"02/15/2016","32","PM2.5","Durham Armory","37-063-0015","AQS","66","27","38.2","02/15/2006","02/15/2018"
"02/16/2016","25","PM2.5","Durham Armory","37-063-0015","AQS","61","16","28.8","02/16/2000","02/16/2013"
"02/17/2016","32","PM2.5","Durham Armory","37-063-0015","AQS","72","18","38.6","02/17/2011","02/17/2002"
"02/18/2016","43","PM2.5","Durham Armory","37-063-0015","AQS","62","16","40","02/18/2011","02/18/2018"
"02/19/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","67","11","38.4","02/19/2005","02/19/2011"
"02/20/2016","58","PM2.5","Durham Armory","37-063-0015","AQS","74","16","45.4","02/20/2002","02/20/2013"
"02/21/2016","66","PM2.5","Durham Armory","37-063-0015","AQS","70","19","46.4","02/21/2017","02/21/2014"
"02/22/2016","57","PM2.5","Durham Armory","37-063-0015","AQS","76","16","46.8","02/22/2006","02/22/2014"
"02/23/2016","18","PM2.5","Durham Armory","37-063-0015","AQS","68","18","38.4","02/23/2001","02/23/2016"
"02/24/2016","15","PM2.5","Durham Armory","37-063-0015","AQS","64","15","27.2","02/24/2008","02/24/2016"
"02/25/2016","21","PM2.5","Durham Armory","37-063-0015","AQS","75","18","28.4","02/25/2002","02/25/2012"
"02/26/2016","32","PM2.5","Durham Armory","37-063-0015","AQS","83","18","35.8","02/26/2009","02/26/2006"
"02/27/2016","45","PM2.5","Durham Armory","37-063-0015","AQS","63","18","48","02/27/2015","02/27/2013"
"02/28/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","59","19","48.8","02/28/2001","02/28/2000"
"02/29/2016","54","PM2.5","Durham Armory","37-063-0015","AQS","54","33",".","02/29/2016","02/29/2000"
"03/01/2016","60","PM2.5","Durham Armory","37-063-0015","AQS","66","10","46.4","03/01/2000","03/01/2009"
"03/02/2016","36","PM2.5","Durham Armory","37-063-0015","AQS","60","20","38.5","03/02/2006","03/02/2007"
"03/03/2016","34","PM2.5","Durham Armory","37-063-0015","AQS","53","19","38.2","03/03/2001","03/03/2011"
"03/04/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","68","16","41.4","03/04/2004","03/04/2012"
"03/05/2016","58","PM2.5","Durham Armory","37-063-0015","AQS","62","15","39.8","03/05/2013","03/05/2015"
"03/06/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","60","8","43.2","03/06/2000","03/06/2011"
"03/07/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","66","16","43.2","03/07/2000","03/07/2014"
"03/08/2016","55","PM2.5","Durham Armory","37-063-0015","AQS","76","18","44.8","03/08/2000","03/08/2011"
"03/09/2016","55","PM2.5","Durham Armory","37-063-0015","AQS","85","20","48.6","03/09/2006","03/09/2013"
"03/10/2016","53","PM2.5","Durham Armory","37-063-0015","AQS","70","11","49.8","03/10/2010","03/10/2011"
"03/11/2016","39","PM2.5","Durham Armory","37-063-0015","AQS","60","18","43.4","03/11/2018","03/11/2006"
"03/12/2016","46","PM2.5","Durham Armory","37-063-0015","AQS","76","13","40.4","03/12/2003","03/12/2013"
"03/13/2016","35","PM2.5","Durham Armory","37-063-0015","AQS","71","7","39","03/13/2007","03/13/2010"
"03/14/2016","31","PM2.5","Durham Armory","37-063-0015","AQS","88","13","36.6","03/14/2007","03/14/2009"
"03/15/2016","18","PM2.5","Durham Armory","37-063-0015","AQS","71","16","35.6","03/15/2007","03/15/2015"
"03/16/2016","48","PM2.5","Durham Armory","37-063-0015","AQS","61","18","41.2","03/16/2013","03/16/2010"
"03/17/2016","30","PM2.5","Durham Armory","37-063-0015","AQS","72","10","42.8","03/17/2005","03/17/2014"
"03/18/2016","40","PM2.5","Durham Armory","37-063-0015","AQS","71","11","43.8","03/18/2004","03/18/2013"
"03/19/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","69","12","43","03/19/2005","03/19/2013"
"03/20/2016","45","PM2.5","Durham Armory","37-063-0015","AQS","62","13","37.2","03/20/2004","03/20/2003"
"03/21/2016","42","PM2.5","Durham Armory","37-063-0015","AQS","61","10","42.2","03/21/2017","03/21/2001"
"03/22/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","60","15","46.6","03/22/2008","03/22/2010"
"03/23/2016","67","PM2.5","Durham Armory","37-063-0015","AQS","67","18","47.4","03/23/2016","03/23/2010"
"03/24/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","71","16","50","03/24/2019","03/24/2011"
"03/25/2016","33","PM2.5","Durham Armory","37-063-0015","AQS","72","14","40.2","03/25/2003","03/25/2013"
"03/26/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","71","23","41","03/26/2008","03/26/2015"
"03/27/2016","26","PM2.5","Durham Armory","37-063-0015","AQS","81","12","32.4","03/27/2008","03/27/2015"
"03/28/2016","18","PM2.5","Durham Armory","37-063-0015","AQS","75","18","37","03/28/2008","03/28/2016"
"03/29/2016","36","PM2.5","Durham Armory","37-063-0015","AQS","77","8","45","03/29/2019","03/29/2014"
"03/30/2016","40","PM2.5","Durham Armory","37-063-0015","AQS","75","16","43","03/30/2006","03/30/2014"
"03/31/2016","30","PM2.5","Durham Armory","37-063-0015","AQS","60","16","36.6","03/31/2007","03/31/2008"
"04/01/2016","39","Ozone","Bushy Fork","37-145-0003","AQS","90","31","43.8","04/01/2000","04/01/2004"
"04/02/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","105","32","46","04/02/2010","04/02/2004"
"04/03/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","90","41","50","04/03/2003","04/03/2008"
"04/04/2016","49","Ozone","Bushy Fork","37-145-0003","AQS","90","37","53.6","04/04/2005","04/04/2008"
"04/05/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","108","33","45","04/05/2005","04/05/2008"
"04/06/2016","45","Ozone","Bushy Fork","37-145-0003","AQS","119","31","44.8","04/06/2005","04/06/2008"
"04/07/2016","41","Ozone","Bushy Fork","37-145-0003","AQS","97","31","41.2","04/07/2000","04/07/2008"
"04/08/2016","41","Ozone","Bushy Fork","37-145-0003","AQS","97","30","42.8","04/08/2004","04/08/2003"
"04/09/2016","41","Ozone","Durham Armory","37-063-0015","AQS","108","31","47.2","04/09/2001","04/09/2003"
"04/10/2016","44","Ozone","Durham Armory","37-063-0015","AQS","100","34","50","04/10/2001","04/10/2011"
"04/11/2016","45","Ozone","Bushy Fork","37-145-0003","AQS","112","37","56","04/11/2005","04/11/2003"
"04/12/2016","48","PM2.5","Durham Armory","37-063-0015","AQS","97","30","50.4","04/12/2010","04/12/2004"
"04/13/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","105","32","53.2","04/13/2003","04/13/2004"
"04/14/2016","47","Ozone","Bushy Fork","37-145-0003","AQS","108","28","42","04/14/2003","04/14/2009"
"04/15/2016","45","Ozone","Bushy Fork","37-145-0003","AQS","112","19","42.2","04/15/2003","04/15/2000"
"04/16/2016","49","Ozone","Bushy Fork","37-145-0003","AQS","105","34","44.4","04/16/2010","04/16/2018"
"04/17/2016","71","Ozone","Bushy Fork","37-145-0003","AQS","126","37","56","04/17/2004","04/17/2015"
"04/18/2016","74","Ozone","Bushy Fork","37-145-0003","AQS","129","25","54.6","04/18/2008","04/18/2000"
"04/19/2016","90","Ozone","Bushy Fork","37-145-0003","AQS","140","31","48","04/19/2005","04/19/2013"
"04/20/2016","61","Ozone","Durham Armory","37-063-0015","AQS","147","36","50.4","04/20/2005","04/20/2019"
"04/21/2016","64","Ozone","Durham Armory","37-063-0015","AQS","122","31","53.2","04/21/2005","04/21/2019"
"04/22/2016","50","PM2.5","Durham Armory","37-063-0015","AQS","90","31","49.6","04/22/2010","04/22/2000"
"04/23/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","80","26","46.6","04/23/2009","04/23/2017"
"04/24/2016","46","Ozone","Bushy Fork","37-145-0003","AQS","93","26","48","04/24/2007","04/24/2017"
"04/25/2016","58","Ozone","Bushy Fork","37-145-0003","AQS","105","27","40.6","04/25/2006","04/25/2017"
"04/26/2016","77","Ozone","Bushy Fork","37-145-0003","AQS","77","27","48.2","04/26/2016","04/26/2011"
"04/27/2016","55","PM2.5","Durham Armory","37-063-0015","AQS","101","23","50.6","04/27/2001","04/27/2006"
"04/28/2016","44","PM2.5","Durham Armory","37-063-0015","AQS","100","34","54.2","04/28/2001","04/28/2008"
"04/29/2016","40","Ozone","Bushy Fork","37-145-0003","AQS","126","25","46","04/29/2003","04/29/2014"
"04/30/2016","38","PM2.5","Durham Armory","37-063-0015","AQS","126","26","44.6","04/30/2003","04/30/2017"
"05/01/2016","35","Ozone","Bushy Fork","37-145-0003","AQS","136","25","45.6","05/01/2000","05/01/2004"
"05/02/2016","41","PM2.5","Durham Armory","37-063-0015","AQS","136","30","54.4","05/02/2007","05/02/2013"
"05/03/2016","43","Ozone","Bushy Fork","37-145-0003","AQS","115","28","48.4","05/03/2001","05/03/2009"
"05/04/2016","43","Ozone","Bushy Fork","37-145-0003","AQS","140","34","50.4","05/04/2001","05/04/2013"
"05/05/2016","31","Ozone","Bushy Fork","37-145-0003","AQS","161","23","42.6","05/05/2001","05/05/2009"
"05/06/2016","33","Ozone","Bushy Fork","37-145-0003","AQS","115","29","44","05/06/2000","05/06/2009"
"05/07/2016","49","Ozone","Bushy Fork","37-145-0003","AQS","122","38","46.8","05/07/2010","05/07/2006"
"05/08/2016","55","PM2.5","Durham Armory","37-063-0015","AQS","108","33","52.6","05/08/2000","05/08/2007"
"05/09/2016","67","PM2.5","Durham Armory","37-063-0015","AQS","105","30","49","05/09/2003","05/09/2007"
"05/10/2016","67","PM2.5","Durham Armory","37-063-0015","AQS","129","35","52.4","05/10/2005","05/10/2015"
"05/11/2016","74","PM2.5","Durham Armory","37-063-0015","AQS","150","28","54.2","05/11/2005","05/11/2009"
"05/12/2016","70","PM2.5","Durham Armory","37-063-0015","AQS","129","31","54.6","05/12/2000","05/12/2019"
"05/13/2016","52","PM2.5","Durham Armory","37-063-0015","AQS","105","28","46.8","05/13/2000","05/13/2017"
"05/14/2016","45","PM2.5","Durham Armory","37-063-0015","AQS","126","31","46.6","05/14/2003","05/14/2012"
"05/15/2016","43","Ozone","Bushy Fork","37-145-0003","AQS","105","26","42.8","05/15/2013","05/15/2014"
"05/16/2016","48","PM2.5","Durham Armory","37-063-0015","AQS","115","27","57.4","05/16/2002","05/16/2009"
"05/17/2016","53","PM2.5","Durham Armory","37-063-0015","AQS","101","28","53.8","05/17/2000","05/17/2009"
"05/18/2016","38","PM2.5","Durham Armory","37-063-0015","AQS","90","25","43.6","05/18/2000","05/18/2003"
"05/19/2016","48","PM2.5","Durham Armory","37-063-0015","AQS","133","23","41.2","05/19/2001","05/19/2018"
"05/20/2016","43","Ozone","Bushy Fork","37-145-0003","AQS","97","32","48.2","05/20/2007","05/20/2013"
"05/21/2016","35","Ozone","Bushy Fork","37-145-0003","AQS","101","35","39.8","05/21/2007","05/21/2013"
"05/22/2016","32","Ozone","Bushy Fork","37-145-0003","AQS","90","25","38.8","05/22/2007","05/22/2003"
"05/23/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","84","26","43.4","05/23/2002","05/23/2003"
"05/24/2016","50","Ozone","Durham Armory","37-063-0015","AQS","161","22","48","05/24/2002","05/24/2009"
"05/25/2016","87","Ozone","Bushy Fork","37-145-0003","AQS","147","21","62","05/25/2002","05/25/2009"
"05/26/2016","101","Ozone","Bushy Fork","37-145-0003","AQS","126","19","53.2","05/26/2002","05/26/2009"
"05/27/2016","51","PM2.5","Durham Armory","37-063-0015","AQS","105","22","43","05/27/2005","05/27/2012"
"05/28/2016","54","PM2.5","Durham Armory","37-063-0015","AQS","87","18","48","05/28/2010","05/28/2018"
"05/29/2016","27","Ozone","Bushy Fork","37-145-0003","AQS","93","23","39.2","05/29/2007","05/29/2018"
"05/30/2016","23","PM2.5","Durham Armory","37-063-0015","AQS","126","23","38.6","05/30/2006","05/30/2016"
"05/31/2016","31","Ozone","Bushy Fork","37-145-0003","AQS","126","29","38","05/31/2007","05/31/2015"
"06/01/2016","37","Ozone","Bushy Fork","37-145-0003","AQS","136","31","44","06/01/2000","06/01/2013"
"06/02/2016","41","Ozone","Durham Armory","37-063-0015","AQS","147","26","50.2","06/02/2000","06/02/2013"
"06/03/2016","51","Ozone","Bushy Fork","37-145-0003","AQS","151","14","42.8","06/03/2002","06/03/2015"
"06/04/2016","53","PM2.5","Durham Armory","37-063-0015","AQS","147","15","50","06/04/2002","06/04/2015"
"06/05/2016","33","PM2.5","Durham Armory","37-063-0015","AQS","129","25","39.8","06/05/2002","06/05/2009"
"06/06/2016","38","Ozone","Bushy Fork","37-145-0003","AQS","143","32","52.8","06/06/2003","06/06/2009"
"06/07/2016","49","Ozone","Bushy Fork","37-145-0003","AQS","105","15","46.2","06/07/2007","06/07/2013"
"06/08/2016","47","PM2.5","Durham Armory","37-063-0015","AQS","143","32","53.4","06/08/2011","06/08/2019"
"06/09/2016","58","Ozone","Durham Armory","37-063-0015","AQS","154","27","52.6","06/09/2000","06/09/2019"
"06/10/2016","77","Ozone","Durham Armory","37-063-0015","AQS","187","33","62.6","06/10/2002","06/10/2019"
"06/11/2016","64","Ozone","Bushy Fork","37-145-0003","AQS","209","30","47.6","06/11/2002","06/11/2012"
"06/12/2016","93","Ozone","Durham Armory","37-063-0015","AQS","182","27","50.4","06/12/2002","06/12/2012"
"06/13/2016","49","Ozone","Durham Armory","37-063-0015","AQS","179","30","46.2","06/13/2000","06/13/2005"
"06/14/2016","51","Ozone","Bushy Fork","37-145-0003","AQS","115","35","46.2","06/14/2002","06/14/2006"
"06/15/2016","48","Ozone","Durham Armory","37-063-0015","AQS","97","33","56.8","06/15/2005","06/15/2007"
"06/16/2016","50","Ozone","Bushy Fork","37-145-0003","AQS","122","34","53.4","06/16/2006","06/16/2009"
"06/17/2016","40","Ozone","Durham Armory","37-063-0015","AQS","112","32","43.4","06/17/2006","06/17/2009"
"06/18/2016","37","Ozone","Durham Armory","37-063-0015","AQS","136","31","42.2","06/18/2001","06/18/2013"
"06/19/2016","39","Ozone","Bushy Fork","37-145-0003","AQS","159","31","41.2","06/19/2001","06/19/2019"
"06/20/2016","61","Ozone","Durham Armory","37-063-0015","AQS","156","38","43.8","06/20/2001","06/20/2019"
"06/21/2016","58","Ozone","Bushy Fork","37-145-0003","AQS","185","36","46.4","06/21/2001","06/21/2017"
"06/22/2016","64","Ozone","Durham Armory","37-063-0015","AQS","143","26","50.6","06/22/2006","06/22/2013"
"06/23/2016","56","PM2.5","Durham Armory","37-063-0015","AQS","115","31","52","06/23/2005","06/23/2013"
"06/24/2016","41","Ozone","Bushy Fork","37-145-0003","AQS","174","34","46.4","06/24/2003","06/24/2017"
"06/25/2016","39","Ozone","Bushy Fork","37-145-0003","AQS","182","18","42.6","06/25/2003","06/25/2006"
"06/26/2016","46","Ozone","Bushy Fork","37-145-0003","AQS","164","21","46.2","06/26/2003","06/26/2006"
"06/27/2016","47","PM2.5","Durham Armory","37-063-0015","AQS","143","30","44.2","06/27/2003","06/27/2006"
"06/28/2016","33","Ozone","Bushy Fork","37-145-0003","AQS","136","33","47.6","06/28/2001","06/28/2016"
"06/29/2016","64","Ozone","Bushy Fork","37-145-0003","AQS","151","33","61.8","06/29/2012","06/29/2005"
"06/30/2016","50","Ozone","Durham Armory","37-063-0015","AQS","126","36","51.6","06/30/2012","06/30/2013"
"07/01/2016","50","Ozone","Bushy Fork","37-145-0003","AQS","108","28","47.4","07/01/2011","07/01/2017"
"07/02/2016","41","Ozone","Bushy Fork","37-145-0003","AQS","187","27","50.6","07/02/2002","07/02/2013"
"07/03/2016","26","Ozone","Durham Armory","37-063-0015","AQS","161","23","47.6","07/03/2002","07/03/2013"
"07/04/2016","36","PM2.5","Durham Armory","37-063-0015","AQS","147","27","43.2","07/04/2002","07/04/2013"
"07/05/2016","46","PM2.5","Durham Armory","37-063-0015","AQS","154","25","43.4","07/05/2002","07/05/2013"
"07/06/2016","34","PM2.5","Durham Armory","37-063-0015","AQS","133","23","37.8","07/06/2012","07/06/2013"
"07/07/2016","44","Ozone","Durham Armory","37-063-0015","AQS","133","25","41.4","07/07/2002","07/07/2013"
"07/08/2016","39","Ozone","Durham Armory","37-063-0015","AQS","154","35","44","07/08/2002","07/08/2013"
"07/09/2016","42","Ozone","Durham Armory","37-063-0015","AQS","192","31","45.4","07/09/2002","07/09/2013"
"07/10/2016","40","Ozone","Durham Armory","37-063-0015","AQS","159","29","58.4","07/10/2002","07/10/2013"
"07/11/2016","43","Ozone","Bushy Fork","37-145-0003","AQS","101","28","47.6","07/11/2001","07/11/2013"
"07/12/2016","50","Ozone","Durham Armory","37-063-0015","AQS","126","31","52","07/12/2001","07/12/2013"
"07/13/2016","39","PM2.5","Durham Armory","37-063-0015","AQS","77","31","50.8","07/13/2006","07/13/2013"
"07/14/2016","54","PM2.5","Durham Armory","37-063-0015","AQS","90","27","49.4","07/14/2009","07/14/2013"
"07/15/2016","44","Ozone","Durham Armory","37-063-0015","AQS","101","28","49","07/15/2010","07/15/2012"
"07/16/2016","36","Ozone","Bushy Fork","37-145-0003","AQS","195","36","46.6","07/16/2002","07/16/2016"
"07/17/2016","39","Ozone","Durham Armory","37-063-0015","AQS","200","38","51.4","07/17/2002","07/17/2010"
"07/18/2016","41","Ozone","Bushy Fork","37-145-0003","AQS","182","41","42.6","07/18/2000","07/18/2015"
"07/19/2016","47","Ozone","Durham Armory","37-063-0015","AQS","119","38","50.8","07/19/2002","07/19/2014"
"07/20/2016","45","Ozone","Durham Armory","37-063-0015","AQS","97","32","50.6","07/20/2006","07/20/2013"
"07/21/2016","77","Ozone","Durham Armory","37-063-0015","AQS","108","31","52.6","07/21/2004","07/21/2013"
"07/22/2016","58","Ozone","Bushy Fork","37-145-0003","AQS","129","27","50.2","07/22/2004","07/22/2014"
"07/23/2016","54","Ozone","Durham Armory","37-063-0015","AQS","105","29","46.8","07/23/2010","07/23/2019"
"07/24/2016","49","Ozone","Bushy Fork","37-145-0003","AQS","84","34","46.4","07/24/2003","07/24/2001"
"07/25/2016","44","PM2.5","Durham Armory","37-063-0015","AQS","105","38","53","07/25/2005","07/25/2013"
"07/26/2016","48","PM2.5","Durham Armory","37-063-0015","AQS","101","46","56","07/26/2005","07/26/2001"
"07/27/2016","37","Ozone","Durham Armory","37-063-0015","AQS","119","32","50.2","07/27/2005","07/27/2001"
"07/28/2016","49","Ozone","Bushy Fork","37-145-0003","AQS","126","35","50","07/28/2002","07/28/2001"
"07/29/2016","40","Ozone","Bushy Fork","37-145-0003","AQS","105","37","46","07/29/2000","07/29/2017"
"07/30/2016","43","Ozone","Durham Armory","37-063-0015","AQS","100","27","43.8","07/30/2002","07/30/2001"
"07/31/2016","44","Ozone","Bushy Fork","37-145-0003","AQS","151","31","48.6","07/31/2002","07/31/2004"
"08/01/2016","39","Ozone","Durham Armory","37-063-0015","AQS","147","23","49.2","08/01/2002","08/01/2004"
"08/02/2016","40","Ozone","Durham Armory","37-063-0015","AQS","161","25","46.6","08/02/2002","08/02/2004"
"08/03/2016","31","Ozone","Durham Armory","37-063-0015","AQS","112","22","46","08/03/2006","08/03/2018"
"08/04/2016","29","Ozone","Durham Armory","37-063-0015","AQS","122","29","38.8","08/04/2004","08/04/2016"
"08/05/2016","31","Ozone","Durham Armory","37-063-0015","AQS","129","25","46.2","08/05/2002","08/05/2012"
"08/06/2016","42","Ozone","Durham Armory","37-063-0015","AQS","105","34","49.2","08/06/2003","08/06/2012"
"08/07/2016","33","Ozone","Bushy Fork","37-145-0003","AQS","147","27","42.6","08/07/2000","08/07/2012"
"08/08/2016","28","PM2.5","Durham Armory","37-063-0015","AQS","147","28","39.2","08/08/2000","08/08/2016"
"08/09/2016","30","Ozone","Durham Armory","37-063-0015","AQS","182","30","44.2","08/09/2001","08/09/2005"
"08/10/2016","35","PM2.5","Durham Armory","37-063-0015","AQS","164","33","43.8","08/10/2002","08/10/2012"
"08/11/2016","24","Ozone","Durham Armory","37-063-0015","AQS","185","24","40","08/11/2002","08/11/2016"
"08/12/2016","24","Ozone","Durham Armory","37-063-0015","AQS","192","24","40.8","08/12/2002","08/12/2016"
"08/13/2016","33","PM2.5","Durham Armory","37-063-0015","AQS","201","33","40","08/13/2002","08/13/2016"
"08/14/2016","31","Ozone","Bushy Fork","37-145-0003","AQS","108","31","44.6","08/14/2001","08/14/2016"
"08/15/2016","35","Ozone","Durham Armory","37-063-0015","AQS","151","30","44.8","08/15/2007","08/15/2004"
"08/16/2016","24","Ozone","Bushy Fork","37-145-0003","AQS","161","24","47","08/16/2000","08/16/2016"
"08/17/2016","32","Ozone","Bushy Fork","37-145-0003","AQS","136","28","51.6","08/17/2000","08/17/2013"
"08/18/2016","31","Ozone","Durham Armory","37-063-0015","AQS","150","24","38.2","08/18/2000","08/18/2013"
"08/19/2016","34","Ozone","Durham Armory","37-063-0015","AQS","105","23","38.6","08/19/2004","08/19/2013"
"08/20/2016","32","Ozone","Durham Armory","37-063-0015","AQS","126","32","39.2","08/20/2007","08/20/2016"
"08/21/2016","29","Ozone","Durham Armory","37-063-0015","AQS","150","25","42.4","08/21/2002","08/21/2013"
"08/22/2016","38","Ozone","Durham Armory","37-063-0015","AQS","108","33","47.4","08/22/2002","08/22/2009"
"08/23/2016","41","Ozone","Durham Armory","37-063-0015","AQS","177","38","47.4","08/23/2002","08/23/2009"
"08/24/2016","49","Ozone","Durham Armory","37-063-0015","AQS","159","26","41.8","08/24/2006","08/24/2014"
"08/25/2016","48","Ozone","Durham Armory","37-063-0015","AQS","133","31","47.2","08/25/2006","08/25/2014"
"08/26/2016","46","PM2.5","Durham Armory","37-063-0015","AQS","150","25","43.6","08/26/2003","08/26/2019"
"08/27/2016","55","PM2.5","Durham Armory","37-063-0015","AQS","119","26","46.8","08/27/2001","08/27/2012"
"08/28/2016","43","PM2.5","Durham Armory","37-063-0015","AQS","129","35","48.6","08/28/2003","08/28/2019"
"08/29/2016","37","Ozone","Durham Armory","37-063-0015","AQS","133","24","41.2","08/29/2007","08/29/2017"
"08/30/2016","50","Ozone","Durham Armory","37-063-0015","AQS","126","25","49","08/30/2007","08/30/2000"
"08/31/2016","84","Ozone","Durham Armory","37-063-0015","AQS","126","22","61","08/31/2007","08/31/2002"
"09/01/2016","38","Ozone","Bushy Fork","37-145-0003","AQS","129","22","43.2","09/01/2010","09/01/2002"
